Name,Circuit,ID,Appointing President,Appointing President Party,Year of Departure,Year of Birth,Year of Death,President when Departed,Reason for Departing,Judge Party,District,State,City,Gender,Race,Year of Appointment,Cross Appointment,Recess Appointment,Assets,ABA Rating,Congress,Unity,House Democrats,House Republicans,Senate Democrats,Senate Republicans,House Independents,Senate Independents,Net Worth,Previous Position - ssc,Previous Position - slc,Previous Position - locct,Previous Position - sjdget,Previous Position - ausa,Previous Position - usa,Previous Position - sgo,Previous Position - sg,Previous Position - ago,Previous Position - ag,Previous Position - cc,Previous Position - sp,Previous Position - mag,Previous Position - bank,Previous Position - terr,Previous Position - cab,Previous Position - asatty,Previous Position - satty,Previous Position - cabdept,Previous Position - scab,Previous Position - scabdpt,Previous Position - aag,Previous Position - indreg1,Previous Position - reg1,Previous Position - reg2,Previous Position - reg3,Previous Position - house,Previous Position - senate,Previous Position - gov,Previous Position - ssenate,Previous Position - shouse,Previous Position - mayor,Previous Position - ccoun,Previous Position - ccom,Previous Position - ada,Previous Position - da,Previous Position - lother,Previous Position - lotherl,Previous Position - lawprof,Previous Position - private,Ideology Score
"Shipman, Nathaniel",2,13890,Grant,Republican,1892,1828.0,1906.0,B. Harrison,Elevated,Republican,Entire State,Connecticut,"Hartford, CT",Male,White,1873,Same Party,Conf. Recess Appt.,,Not Rated,52ND,Unified,88,203,19,54,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Shiras, Oliver Perry",8,13910,Arthur,Republican,1903,1833.0,1916.0,T. Roosevelt,Retired,Republican,Northern,Iowa,"Dubueque, IA",Male,White,1882,Same Party,Not Recess Appt.,,Not Rated,58TH,Unified,130,152,37,37,11,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,
"Shoob, Marvin H.",5,13920,Carter,Democrat,1991,1923.0,9999.0,"Bush, 41",Retired,Democrat,Northern,Georgia,"Atlanta, GA",Male,White,1979,Same Party,Not Recess Appt.,1286300.0,Well-Qual.,102ND,Unified,277,158,59,41,0,0,1286300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.061500001698732376
"Shubb, William B.",9,22630,"Bush, 41",Republican,2004,1938.0,9999.0,"Bush, 43",Retired,Republican,Eastern,California,"Sacramento, CA",Male,White,1990,Same Party,Not Recess Appt.,967519.0,Well-Qual.,108TH,"Divided, Both",260,175,55,45,0,0,967519.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26499998569488525
"Sibley, Samuel Hale",5,13950,Wilson,Democrat,1931,1873.0,1958.0,Hoover,Elevated,Democrat,Northern,Georgia,"Athens, GA",Male,White,1919,Same Party,Not Recess Appt.,,Not Rated,71ST,"Divided, Both",191,237,47,48,7,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Siddons, Frederick Lincoln",12,13970,Wilson,Democrat,1931,1864.0,1931.0,Hoover,Died,Democrat,Entire State,D.C.,District of Columbia,Male,White,1915,Same Party,Not Recess Appt.,,Not Rated,72ND,Unified,290,127,51,44,18,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
"Sifton, Charles P.",2,13980,Carter,Democrat,2000,1935.0,9999.0,Clinton,Retired,Democrat,Eastern,New York,"Brooklyn, NY",Male,White,1977,Same Party,Not Recess Appt.,,Well-Qual.,106TH,Unified,292,143,62,38,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.29100000858306885
"Siler, Eugene E., Jr.",6,14000,Ford,Republican,1991,1936.0,9999.0,"Bush, 41",Elevated,Republican,East. & West,Kentucky,"Lexington, KY",Male,White,1975,Same Party,Not Recess Appt.,,Qualified,102ND,"Divided, Both",291,144,61,38,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3720000088214874
"Silver, Roslyn (apptd Moore-Silver)",9,23675,Clinton,Democrat,9999,1946.0,9999.0,Active Ser.,Active Service,Independent,Entire State,Arizona,"Phoenix, AZ",Female,White,1994,Not Two-Party,Not Recess Appt.,342100.0,Well-Qual.,,Unified,258,176,57,43,1,0,342100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Simandle, Jerome B.",3,22760,"Bush, 41",Republican,9999,1949.0,9999.0,Active Ser.,Active Service,Independent,Entire State,New Jersey,"Camden, NJ",Male,White,1992,Not Two-Party,Not Recess Appt.,530832.0,Well-Qual.,,"Divided, Both",267,165,56,44,1,0,530832.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492000013589859
"Simmons, Paul A.",3,14040,Carter,Democrat,1990,1921.0,9999.0,"Bush, 41",Retired,Democrat,Western,Pennsylvania,"Pittsburgh, PA",Male,African American,1978,Same Party,Not Recess Appt.,,Qualified,101ST,Unified,292,143,62,38,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5019999742507935
"Simon, Philip P.",7,30393,"Bush, 43",Republican,9999,1962.0,9999.0,Active Ser.,Active Service,Republican,Northern,Indiana,,Male,White,2003,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21400000154972076
"Simons, Charles E., Jr.",4,14010,L.B. Johnson,Democrat,1986,1916.0,1999.0,Reagan,Retired,Democrat,Entire State,South Carolina,"Charleston, SC",Male,White,1964,Same Party,Not Recess Appt.,,Qualified,99TH,Unified,258,176,67,33,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.13499999046325684
"Simons, Charles Caspar",6,14020,Harding,Republican,1932,1876.0,1964.0,Hoover,Elevated,Republican,Eastern,Michigan,"Detroit, MI",Male,White,1923,Same Party,Not Recess Appt.,,Not Rated,72ND,Unified,132,300,37,59,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.13499999046325684
"Simonton, Charles Henry",4,14050,Cleveland (1),Democrat,1893,1829.0,1904.0,Cleveland (2),Elevated,Democrat,Entire State,South Carolina,"Charleston, SC",Male,White,1886,Same Party,Conf. Recess Appt.,,Not Rated,53RD,"Divided, Senate",182,140,34,41,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.13499999046325684
"Simpson, John Milton Bryan",5,14070,Truman,Democrat,1966,1903.0,1987.0,L.B. Johnson,Elevated,Democrat,Southern,Florida,"Jacksonville, FL",Male,White,1950,Same Party,Not Recess Appt.,,Not Rated,89TH,Unified,263,171,54,42,1,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1525000035762787
"Simpson, Charles R., III",6,14090,Reagan,Republican,9999,1945.0,9999.0,Active Ser.,Active Service,Republican,Western,Kentucky,"Owensboro, KY",Male,White,1986,Same Party,Not Recess Appt.,386734.0,Qualified,,"Divided, House",253,182,47,53,0,0,386734.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.3240000009536743
"Singal, George Z.",1,30137,Clinton,Democrat,9999,1945.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,Maine,"Bangor, ME",Male,White,2000,Same Party,Not Recess Appt.,3635214.0,Well-Qual.,,"Divided, Both",211,223,45,55,1,0,3635214.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-0.37700000405311584
"Singleton, John V., Jr.",5,14100,L.B. Johnson,Democrat,1988,1918.0,9999.0,Reagan,Retired,Democrat,Southern,Texas,"Houston, TX",Male,White,1966,Same Party,Not Recess Appt.,,Qualified,100TH,Unified,295,140,68,32,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3149999976158142
"Singleton, James K., Jr.",9,21985,"Bush, 41",Republican,9999,1939.0,9999.0,Active Ser.,Active Service,Republican,Entire State,Alaska,"Anchorage, AK",Male,White,1990,Same Party,Not Recess Appt.,387257.0,Well-Qual.,,"Divided, Both",260,175,55,45,0,0,387257.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22299998998641968
"Sippel, Rodney W.",8,30052,Clinton,Democrat,9999,1956.0,9999.0,Active Ser.,Active Service,Democrat,East. & West,Missouri,"Kirkwood, MO",Male,White,1997,Same Party,Not Recess Appt.,361985.0,Qualified,,"Divided, Both",207,227,45,55,1,0,361985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.37700000405311584
"Siragusa, Charles J.",2,30060,Clinton,Democrat,9999,1947.0,9999.0,Active Ser.,Active Service,Democrat,Western,New York,"Webster, NY",Male,White,1997,Same Party,Not Recess Appt.,336094.0,Well-Qual.,,"Divided, Both",207,227,45,55,1,0,336094.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.29100000858306885
"Sirica, John J.",12,14110,Eisenhower,Republican,1977,1904.0,1992.0,Carter,Retired,Republican,Entire State,D.C.,District of Columbia,Male,White,1957,Same Party,Not Recess Appt.,,Well-Qual.,95TH,"Divided, Both",234,201,49,47,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17599999904632568
"Sitgreaves, John",17,14113,Washington,Other,1802,1757.0,1802.0,John Adams,Died,Federalist,Entire State,North Carolina,"Newbern, NC",Male,White,1790,Not Two-Party,Not Recess Appt.,,Not Rated,7TH,Unified,26,38,9,17,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Skinner, Walter Jay",1,14120,Nixon,Republican,1992,1927.0,9999.0,"Bush, 41",Retired,Republican,Entire State,Massachusetts,"Boston, MA",Male,White,1973,Same Party,Not Recess Appt.,,Qualified,102ND,"Divided, Both",243,192,57,43,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-0.11800000071525574
"Skinner, Roger",2,14118,Monroe,Other,1825,1773.0,1825.0,J.Q. Adams,Died,Jeffersonian Democrat,Northern,New York,"New York, NY",Male,White,1819,Not Two-Party,Conf. Recess Appt.,,Not Rated,19TH,Unified,156,27,35,7,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,
"Skopil, Otto R., Jr.",9,14130,Nixon,Republican,1979,1919.0,9999.0,Carter,Elevated,Republican,Entire State,Oregon,"Portland, OR",Male,White,1972,Same Party,Not Recess Appt.,,Qualified,96TH,"Divided, Both",255,180,55,45,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04500000178813934
"Skretny, William M.",2,21960,"Bush, 41",Republican,9999,1945.0,9999.0,Active Ser.,Active Service,Republican,Western,New York,"Buffalo, NY",Male,White,1990,Same Party,Not Recess Appt.,321659.0,Qualified,,"Divided, Both",260,175,55,45,0,0,321659.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11400000005960464
"Sleet, Gregory M.",3,30013,Clinton,Democrat,9999,1951.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,Delaware,"Wilmington, DE",Male,African American,1997,Same Party,Not Recess Appt.,293500.0,Qualified,,"Divided, Both",207,227,45,55,1,0,293500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.3059999942779541
"Slick, Thomas W.",7,14160,Coolidge,Republican,1943,1869.0,1959.0,F. Roosevelt,Resigned,Republican,Entire State,Indiana,"South Bend, IN",Male,White,1925,Same Party,Not Recess Appt.,,Not Rated,78TH,Unified,207,225,43,51,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Sloan, William Boyd",5,14190,Truman,Democrat,1965,1895.0,1970.0,L.B. Johnson,Retired,Democrat,Northern,Georgia,"Gainesville, GA",Male,White,1951,Same Party,Not Recess Appt.,,Not Rated,89TH,Unified,234,199,48,47,2,1,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.07599999755620956
"Sloan, Richard Elihu",9,22665,Taft,Republican,1913,1857.0,1913.0,Taft,Off. Term. or not Confirm,Republican,Entire State,Arizona,"Phoenix, AZ",Male,White,1912,Same Party,Unconf. Recess Appt.,,Not Rated,63RD,"Divided, House",228,162,42,49,1,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,
"Smalkin, Frederic N.",4,14210,Reagan,Republican,2003,1946.0,9999.0,"Bush, 43",Retired,Republican,Entire State,Maryland,"Boston, MA",Male,White,1986,Same Party,Not Recess Appt.,346996.0,Well-Qual.,108TH,"Divided, House",253,182,47,53,0,0,346996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.07500000298023224
"Smalley, David Allen",2,14214,Pierce,Other,1877,1809.0,1877.0,Grant,Resigned,Democrat,Entire State,Vermont,"Burlington, VT",Male,White,1857,Not Two-Party,Not Recess Appt.,,Not Rated,45TH,Unified,131,92,39,20,14,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Smith, William E.",1,30279,"Bush, 43",Republican,9999,1959.0,9999.0,Active Ser.,Active Service,Republican,Entire State,Rhode Island,,Male,White,2002,Same Party,Not Recess Appt.,,,,"Divided, Senate",212,221,50,50,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05299999937415123
"Smith, John Joseph",2,14270,F. Roosevelt,Democrat,1960,1904.0,1980.0,Eisenhower,Elevated,Democrat,Entire State,Connecticut,"Hartford, CT",Male,White,1941,Same Party,Not Recess Appt.,,Not Rated,86TH,Unified,267,162,66,28,6,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.006000000052154064
"Smith, D. Brooks",3,14220,Reagan,Republican,2002,1951.0,9999.0,"Bush, 43",Elevated,Republican,Western,Pennsylvania,"Pittsburgh, PA",Male,White,1988,Same Party,Not Recess Appt.,244138.0,Well-Qual.,107TH,"Divided, Both",258,177,55,45,0,0,244138.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.017500000074505806
"Smith, William Francis",3,14370,F. Roosevelt,Democrat,1961,1904.0,1968.0,Kennedy,Elevated,Democrat,Entire State,New Jersey,"Newark, NJ",Male,White,1941,Same Party,Not Recess Appt.,,Not Rated,87TH,Unified,267,162,66,28,6,2,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.22300000488758087
"Smith, Rebecca Beach",4,14315,"Bush, 41",Republican,9999,1949.0,9999.0,Active Ser.,Active Service,Republican,Eastern,Virginia,"Norfolk, VA",Female,White,1989,Same Party,Not Recess Appt.,458423.0,Qualified,,"Divided, Both",260,175,55,45,0,0,458423.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18700000643730164
"Smith, Henry Augustus Middleton",4,14250,Taft,Republican,1923,1853.0,1924.0,Coolidge,Retired,Democrat,Entire State,South Carolina,"Charleston, SC",Male,White,1911,Cross Party,Not Recess Appt.,,Not Rated,68TH,"Divided, House",228,162,42,49,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Smith, Orma R.",5,14300,L.B. Johnson,Democrat,1978,1904.0,1982.0,Carter,Retired,Democrat,Northern,Mississippi,"Aberdeen, MS",Male,White,1968,Same Party,Not Recess Appt.,,Well-Qual.,95TH,Unified,248,187,64,36,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07349999994039536
"Smith, Sidney O., Jr.",5,14330,L.B. Johnson,Democrat,1974,1923.0,,Nixon,Resigned,Democrat,Northern,Georgia,"Gainesville, GA",Male,White,1965,Same Party,Not Recess Appt.,,Excep. Well-Qual.,93RD,Unified,295,140,68,32,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05199999734759331
"Smith, Walter S., Jr.",5,14360,Reagan,Republican,9999,1940.0,9999.0,Active Ser.,Active Service,Republican,Western,Texas,"Waco, TX",Male,White,1984,Same Party,Not Recess Appt.,53795.0,Well-Qual.,,"Divided, House",269,166,46,54,0,0,53795.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.40299999713897705
"Smith, William Robert, Sr.",5,14390,Wilson,Democrat,1924,1863.0,1924.0,Coolidge,Died,Democrat,Western,Texas,"El Paso, TX",Male,White,1917,Same Party,Not Recess Appt.,,Not Rated,68TH,Unified,210,216,53,42,9,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.05299999937415123
"Smith, Talbot",6,14340,Kennedy,Democrat,1971,1899.0,1978.0,Nixon,Retired,Democrat,Eastern,Michigan,"Detroit, MI",Male,White,1961,Same Party,Conf. Recess Appt.,,Well-Qual.,92ND,Unified,263,174,64,36,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.44050002098083496
"Smith, George C.",6,14240,Reagan,Republican,2002,1935.0,9999.0,"Bush, 43",Retired,Republican,Southern,Ohio,"Columbus, OH",Male,White,1987,Same Party,Not Recess Appt.,388744.0,Well-Qual.,107TH,"Divided, Both",258,177,55,45,0,0,388744.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5379999876022339
"Smith, Caleb Blood",7,14218,Lincoln,Republican,1864,1808.0,1864.0,Lincoln,Died,Republican,Entire State,Indiana,"Indiannapolis, IN",Male,White,1862,Same Party,Not Recess Appt.,,Not Rated,38TH,Unified,42,106,11,31,28,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.06700000166893005
"Smith, Randle Jasper",8,14310,Eisenhower,Republican,1962,1908.0,1962.0,Kennedy,Died,Republican,Western,Missouri,"Kansas City, MO",Male,White,1956,Same Party,Not Recess Appt.,,Well-Qual.,87TH,"Divided, Both",232,203,48,47,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.17599999904632568
"Smith, Ortrie D.",8,23825,Clinton,Democrat,9999,1946.0,9999.0,Active Ser.,Active Service,Democrat,Western,Missouri,"Nevada, MO",Male,White,1995,Same Party,Not Recess Appt.,639000.0,Qualified,,"Divided, Both",203,231,48,52,1,0,639000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.37700000405311584
"Smith, Russell E.",9,14320,L.B. Johnson,Democrat,1979,1908.0,1990.0,Carter,Retired,Democrat,Entire State,Montana,"Missoula, MT",Male,White,1966,Same Party,Not Recess Appt.,,Well-Qual.,96TH,Unified,295,140,68,32,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3774999976158142
"Smith, Fern M.",9,14230,Reagan,Republican,2003,1933.0,9999.0,"Bush, 43",Retired,Republican,Northern,California,"San Francisco, CA",Female,White,1988,Same Party,Not Recess Appt.,3340690.0,Well-Qual.,108TH,"Divided, Both",258,177,55,45,0,0,3340690.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26499998569488525
"Smith, C. Lynwood, Jr.",11,23820,Clinton,Democrat,9999,1943.0,9999.0,Active Ser.,Active Service,Democrat,Northern,Alabama,"Gorley, AL",Male,White,1995,Same Party,Not Recess Appt.,915873.0,Well-Qual.,,"Divided, Both",203,231,48,52,1,0,915873.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Smith, John Lewis, Jr.",12,14290,L.B. Johnson,Democrat,1983,1912.0,1992.0,Reagan,Retired,Republican,Entire State,D.C.,District of Columbia,Male,White,1966,Cross Party,Not Recess Appt.,,Well-Qual.,98TH,Unified,295,140,68,32,0,0,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.32600000500679016
"Snyder, Daniel J., Jr.",3,14430,Nixon,Republican,1980,1916.0,1980.0,Carter,Died,Republican,Western,Pennsylvania,"Pittsburgh, PA",Male,White,1973,Same Party,Not Recess Appt.,,Qualified,96TH,"Divided, Both",243,192,57,43,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05700000375509262
"Snyder, Christina A.",9,30032,Clinton,Democrat,9999,1947.0,9999.0,Active Ser.,Active Service,Democrat,Central,California,"Beverly Hills, CA",Female,White,1997,Same Party,Not Recess Appt.,4899735.0,Qualified,,"Divided, Both",207,227,45,55,1,0,4899735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3174999952316284
"Sofaer, Abraham D.",2,14450,Carter,Democrat,1985,1938.0,,Reagan,Resigned,Democrat,Southern,New York,"New York, NY",Male,White,1979,Same Party,Not Recess Appt.,229294.0,Well-Qual.,99TH,Unified,277,158,59,41,0,0,229294.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.29100000858306885
"Solis, Jorge Antonio",5,22290,"Bush, 41",Republican,9999,1951.0,9999.0,Active Ser.,Active Service,Republican,Northern,Texas,4302,Male,Hispanic,1991,Same Party,Not Recess Appt.,19500.0,Qualified,,"Divided, Both",267,165,56,44,1,0,19500.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4580000042915344
"Solomon, Gus Jerome",9,14460,Truman,Democrat,1971,1906.0,1987.0,Nixon,Retired,Democrat,Entire State,Oregon,"Portland, OR",Male,White,1949,Same Party,Conf. Recess Appt.,,Not Rated,92ND,Unified,263,171,54,42,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1679999977350235
"Soper, Morris Ames",4,14470,Harding,Republican,1931,1873.0,1963.0,Hoover,Elevated,Republican,Entire State,Maryland,"Baltimore, MD",Male,White,1923,Same Party,Not Recess Appt.,,Not Rated,72ND,Unified,132,300,37,59,1,0,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Sorg, Herbert P.",3,14490,Eisenhower,Republican,1976,1911.0,1979.0,Ford,Retired,Republican,Western,Pennsylvania,"Erie, PA",Male,White,1955,Same Party,Not Recess Appt.,,Not Qualified,94TH,"Divided, Both",232,203,48,47,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.21149998903274536
"Sotomayor, Sonia",2,22555,"Bush, 41",Republican,1998,1954.0,9999.0,Active Ser.,Elevated,Independent,Southern,New York,"New York, NY",Female,Hispanic,1992,Not Two-Party,Not Recess Appt.,151577.0,Qualified,105TH,"Divided, Both",267,165,56,44,1,0,151577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11400000005960464
